source_path,status,notes
"Replacement Parts/tp57/tiger_tp57-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp58/tiger_tp58-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp58/tiger_tp58-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp58/tiger_tp58-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp61/tiger_tp61-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp61/tiger_tp61-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp61/tiger_tp61-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp62/tiger_tp62-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp62/tiger_tp62-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp62/tiger_tp62-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp64/tiger_tp64-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp64/tiger_tp64-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp64/tiger_tp64-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp65/tiger_tp65-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp65/tiger_tp65-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp65/tiger_tp65-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/09.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/Baylor-66.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/Baylor-68.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/Baylor-75.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/Baylor-77.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/Baylor-78.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/page-vice.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-01.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-02.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-03.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-04.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-4.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-bgd1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-bgd2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice-bgd3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Tiger Vice/vice.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"tpp-table-factory-05.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"tpp-table-factory-25.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Hero/Photo from Shawn C (2).jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/page-whistler_indoor.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-01.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-01.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-02.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-02.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-03.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-04.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-04.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-05.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-05.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/Whistler_Indoor-Blue.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/whistler_indoor-blue.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Product Image/Whistler_Indoor-Green.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Table Details/Drawbar Locking System - option 2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Table Details/whistler_indoor-01.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Table Details/whistler_indoor-02.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Table Details/whistler_indoor-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Whistler/Table Details/whistler_indoor-04.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
